50,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
51,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
52,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
53,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
54,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
55,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
56,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
57,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
58,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
59,75,0,0,9925,0,9925,75,0,9925,0,0,0,0,75,75,9,16,1075
0,0,0,0,0,10000,9996,4,4,9996,4,0,0,0,0,0,0,1,4
1,0,0,0,10000,0,9994,6,6,9994,6,0,0,0,0,0,0,1,1006
2,0,0,0,10000,0,9990,10,10,9990,7,3,0,0,0,0,1,1,1010
3,0,3,0,9997,0,9985,15,12,9985,9,3,0,0,3,0,2,2,1015
4,0,6,0,9994,0,9981,19,13,9981,10,3,0,0,6,0,3,2,1019
5,3,6,0,9991,0,9974,26,17,9974,13,4,0,0,9,3,5,4,1026
6,6,7,0,9987,0,9969,31,18,9969,13,5,0,0,13,6,6,6,1031
7,9,9,0,9982,0,9964,36,18,9964,14,4,0,0,18,9,7,9,1036
8,13,9,0,9978,0,9963,37,15,9963,9,6,0,0,22,13,7,9,1037
9,18,10,0,9972,0,9954,46,18,9954,14,4,0,0,28,18,11,11,1046
